country,country_code_2_digit,country_code_3_digit,population,reported_date,icu_occupancy_count,hospital_occupancy_count,source
Portugal,PT,PRT,10276617,2020-10-21,187,1272,Country_Website
Romania,RO,ROU,19414458,2020-10-21,766,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-21,,844,JRC
Slovenia,SI,SVN,2080908,2020-10-21,55,333,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-21,,7762,Country_Website
Austria,AT,AUT,8858775,2020-10-20,145,889,Country_Website
Belgium,BE,BEL,11455519,2020-10-20,486,2969,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-20,88,1562,External_Github
Croatia,HR,HRV,4076246,2020-10-20,,574,Country_Website
Czechia,CZ,CZE,10649800,2020-10-20,657,4417,Country_Website
Denmark,DK,DNK,5806081,2020-10-20,15,128,Country_Website
Estonia,EE,EST,1324820,2020-10-20,3,28,Country_API
France,FR,FRA,67012883,2020-10-20,2168,12435,Country_Website
Hungary,HU,HUN,9772756,2020-10-20,197,1960,JRC
Ireland,IE,IRL,4904240,2020-10-20,34,315,Country_Website
Italy,IT,ITA,60359546,2020-10-20,870,9324,Country_Github
Latvia,LV,LVA,1919968,2020-10-20,,83,Country_Website
Luxembourg,LU,LUX,613894,2020-10-20,8,68,Country_Website
Netherlands,NL,NLD,17282163,2020-10-20,476,,Other Website
Norway,NO,NOR,5328212,2020-10-20,,29,Country_API
Poland,PL,POL,37972812,2020-10-20,,8962,Country_Website
Portugal,PT,PRT,10276617,2020-10-20,176,1237,Country_Website
Romania,RO,ROU,19414458,2020-10-20,768,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-20,,724,JRC
Slovenia,SI,SVN,2080908,2020-10-20,55,313,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-20,,7501,Country_Website
Austria,AT,AUT,8858775,2020-10-19,145,799,Country_Website
Belgium,BE,BEL,11455519,2020-10-19,446,2773,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-19,74,1500,External_Github
Croatia,HR,HRV,4076246,2020-10-19,,571,Country_Website
Czechia,CZ,CZE,10649800,2020-10-19,634,4064,Country_Website
Ireland,IE,IRL,4904240,2020-04-08,146,837,Country_Website
Italy,IT,ITA,60359546,2020-04-08,3693,32178,Country_Github
Latvia,LV,LVA,1919968,2020-04-08,,39,Surveillance
Luxembourg,LU,LUX,613894,2020-04-08,43,211,Country_Website
Malta,MT,MLT,493559,2020-04-08,5,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-08,1283,,Other Website
Norway,NO,NOR,5328212,2020-04-08,,250,Country_API
Poland,PL,POL,37972812,2020-04-08,,2425,Surveillance
Portugal,PT,PRT,10276617,2020-04-08,245,1211,Country_Website
Romania,RO,ROU,19414458,2020-04-08,162,,Country_Website
Slovenia,SI,SVN,2080908,2020-04-08,35,111,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-08,,19337,Country_Website
Belgium,BE,BEL,11455519,2020-04-07,1276,5715,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-07,26,213,External_Github
Czechia,CZ,CZE,10649800,2020-04-07,100,412,Country_Website
Denmark,DK,DNK,5806081,2020-04-07,127,472,Country_Website
Estonia,EE,EST,1324820,2020-04-07,11,,Surveillance
Estonia,EE,EST,1324820,2020-04-07,,140,Country_API
Finland,FI,FIN,5517919,2020-04-07,83,231,External_Github
France,FR,FRA,67012883,2020-04-07,7004,29871,Country_Website
Iceland,IS,ISL,356991,2020-04-07,12,43,Country_Website
Ireland,IE,IRL,4904240,2020-04-07,143,828,Country_Website
Italy,IT,ITA,60359546,2020-04-07,3792,32510,Country_Github
Latvia,LV,LVA,1919968,2020-04-07,,41,Surveillance
Luxembourg,LU,LUX,613894,2020-04-07,41,200,Country_Website
Poland,PL,POL,37972812,2020-07-02,,1787,Surveillance
Portugal,PT,PRT,10276617,2020-07-02,77,510,Country_Website
Romania,RO,ROU,19414458,2020-07-02,237,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-02,,14,JRC
Slovenia,SI,SVN,2080908,2020-07-02,0,9,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-02,,2848,Country_Website
Austria,AT,AUT,8858775,2020-07-01,9,74,Country_Website
Belgium,BE,BEL,11455519,2020-07-01,36,203,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-01,32,435,External_Github
Croatia,HR,HRV,4076246,2020-07-01,,80,Country_Website
Czechia,CZ,CZE,10649800,2020-07-01,10,75,Country_Website
Denmark,DK,DNK,5806081,2020-07-01,11,29,Country_Website
Estonia,EE,EST,1324820,2020-07-01,1,3,Country_API
Finland,FI,FIN,5517919,2020-07-01,0,24,External_Github
France,FR,FRA,67012883,2020-07-01,554,8291,Country_Website
Hungary,HU,HUN,9772756,2020-07-01,8,169,JRC
Iceland,IS,ISL,356991,2020-07-01,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-01,12,21,Country_Website
Italy,IT,ITA,60359546,2020-07-01,87,1112,Country_Github
Latvia,LV,LVA,1919968,2020-07-01,,5,Surveillance
Luxembourg,LU,LUX,613894,2020-07-01,2,16,Country_Website
Malta,MT,MLT,493559,2020-07-01,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-07-01,36,,Other Website
Norway,NO,NOR,5328212,2020-07-01,,17,Country_API
Poland,PL,POL,37972812,2020-07-01,,1923,Surveillance
Portugal,PT,PRT,10276617,2020-07-01,79,503,Country_Website
United Kingdom,UK,GBR,66647112,2020-04-26,,14671,Country_Website
Belgium,BE,BEL,11455519,2020-04-25,901,3957,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-25,41,292,External_Github
Croatia,HR,HRV,4076246,2020-04-25,,316,Country_Website
Czechia,CZ,CZE,10649800,2020-04-25,71,314,Country_Website
Denmark,DK,DNK,5806081,2020-04-25,70,290,Country_Website
Estonia,EE,EST,1324820,2020-04-25,11,97,Country_API
Finland,FI,FIN,5517919,2020-04-25,60,190,External_Github
France,FR,FRA,67012883,2020-04-25,4641,28119,Country_Website
Iceland,IS,ISL,356991,2020-04-25,3,14,Country_Website
Ireland,IE,IRL,4904240,2020-04-25,123,736,Country_Website
Italy,IT,ITA,60359546,2020-04-25,2102,23635,Country_Github
Latvia,LV,LVA,1919968,2020-04-25,,39,Surveillance
Luxembourg,LU,LUX,613894,2020-04-25,28,126,Country_Website
Malta,MT,MLT,493559,2020-04-25,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-25,828,,Other Website
Norway,NO,NOR,5328212,2020-04-25,,114,Country_API
Poland,PL,POL,37972812,2020-04-25,,2821,Surveillance
Portugal,PT,PRT,10276617,2020-04-25,186,1040,Country_Website
Romania,RO,ROU,19414458,2020-04-25,235,,Country_Website
Slovakia,SK,SVK,5450421,2020-04-25,,212,JRC
Slovenia,SI,SVN,2080908,2020-04-25,23,77,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-25,,14776,Country_Website
Austria,AT,AUT,8858775,2020-04-24,156,651,Surveillance
Belgium,BE,BEL,11455519,2020-04-24,934,4195,Country_Website
Czechia,CZ,CZE,10649800,2020-04-23,78,336,Country_Website
Denmark,DK,DNK,5806081,2020-04-23,74,319,Country_Website
Estonia,EE,EST,1324820,2020-04-23,11,108,Country_API
Finland,FI,FIN,5517919,2020-04-23,60,206,External_Github
France,FR,FRA,67012883,2020-04-23,4967,29113,Country_Website
Iceland,IS,ISL,356991,2020-04-23,5,15,Country_Website
Ireland,IE,IRL,4904240,2020-04-23,123,742,Country_Website
Italy,IT,ITA,60359546,2020-04-23,2267,25138,Country_Github
Latvia,LV,LVA,1919968,2020-04-23,,40,Surveillance
Luxembourg,LU,LUX,613894,2020-04-23,30,142,Country_Website
Malta,MT,MLT,493559,2020-04-23,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-23,875,,Other Website
Norway,NO,NOR,5328212,2020-04-23,,123,Country_API
Poland,PL,POL,37972812,2020-04-23,,3099,Surveillance
Portugal,PT,PRT,10276617,2020-04-23,204,1095,Country_Website
Romania,RO,ROU,19414458,2020-04-23,236,,Country_Website
Slovenia,SI,SVN,2080908,2020-04-23,23,80,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-23,,15931,Country_Website
Austria,AT,AUT,8858775,2020-04-22,176,700,Surveillance
Belgium,BE,BEL,11455519,2020-04-22,993,4527,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-22,40,281,External_Github
Croatia,HR,HRV,4076246,2020-04-22,,314,Country_Website
Czechia,CZ,CZE,10649800,2020-04-22,75,343,Country_Website
Denmark,DK,DNK,5806081,2020-04-22,80,324,Country_Website
Estonia,EE,EST,1324820,2020-04-22,12,110,Country_API
Netherlands,NL,NLD,17282163,2020-10-17,389,,Other Website
Poland,PL,POL,37972812,2020-10-17,,1612,Country_Website
Portugal,PT,PRT,10276617,2020-10-17,148,1012,Country_Website
Romania,RO,ROU,19414458,2020-10-17,745,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-17,,614,JRC
Slovenia,SI,SVN,2080908,2020-10-17,44,250,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-17,,6251,Country_Website
Austria,AT,AUT,8858775,2020-10-16,122,706,Country_Website
Belgium,BE,BEL,11455519,2020-10-16,358,2099,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-16,74,1426,External_Github
Croatia,HR,HRV,4076246,2020-10-16,,505,Country_Website
Czechia,CZ,CZE,10649800,2020-10-16,596,3415,Country_Website
Denmark,DK,DNK,5806081,2020-10-16,16,110,Country_Website
Estonia,EE,EST,1324820,2020-10-16,3,32,Country_API
Finland,FI,FIN,5517919,2020-10-16,6,56,External_Github
France,FR,FRA,67012883,2020-10-16,1791,10021,Country_Website
Hungary,HU,HUN,9772756,2020-10-16,171,1642,JRC
Ireland,IE,IRL,4904240,2020-10-16,30,244,Country_Website
Italy,IT,ITA,60359546,2020-10-16,638,6816,Country_Github
Latvia,LV,LVA,1919968,2020-10-16,,63,Country_Website
Luxembourg,LU,LUX,613894,2020-10-16,4,49,Country_Website
Netherlands,NL,NLD,17282163,2020-10-16,394,,Other Website
Norway,NO,NOR,5328212,2020-10-16,,28,Country_API
Poland,PL,POL,37972812,2020-10-16,,6980,Country_Website
Portugal,PT,PRT,10276617,2020-10-16,144,1015,Country_Website
Belgium,BE,BEL,11455519,2020-10-14,313,1778,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-14,64,1307,External_Github
Croatia,HR,HRV,4076246,2020-10-14,,441,Country_Website
Czechia,CZ,CZE,10649800,2020-10-14,543,2920,Country_Website
Denmark,DK,DNK,5806081,2020-10-14,17,104,Country_Website
Estonia,EE,EST,1324820,2020-10-14,3,35,Country_API
Finland,FI,FIN,5517919,2020-10-14,8,48,External_Github
France,FR,FRA,67012883,2020-10-14,1664,9173,Country_Website
Hungary,HU,HUN,9772756,2020-10-14,156,1538,JRC
Ireland,IE,IRL,4904240,2020-10-14,30,234,Country_Website
Italy,IT,ITA,60359546,2020-10-14,539,6009,Country_Github
Latvia,LV,LVA,1919968,2020-10-14,,75,Country_Website
Luxembourg,LU,LUX,613894,2020-10-14,4,44,Country_Website
Netherlands,NL,NLD,17282163,2020-10-14,340,,Other Website
Norway,NO,NOR,5328212,2020-10-14,,23,Country_API
Poland,PL,POL,37972812,2020-10-14,,6084,Country_Website
Portugal,PT,PRT,10276617,2020-10-14,135,957,Country_Website
Romania,RO,ROU,19414458,2020-10-14,686,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-14,,397,JRC
Slovenia,SI,SVN,2080908,2020-10-14,35,210,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-14,,5376,Country_Website
Belgium,BE,BEL,11455519,2020-10-13,281,1621,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-13,65,1221,External_Github
Croatia,HR,HRV,4076246,2020-10-13,,424,Country_Website
Czechia,CZ,CZE,10649800,2020-10-13,518,2678,Country_Website
Finland,FI,FIN,5517919,2020-03-27,32,108,External_Github
France,FR,FRA,67012883,2020-03-27,3758,15701,Country_Website
Iceland,IS,ISL,356991,2020-03-27,6,20,Country_Website
Ireland,IE,IRL,4904240,2020-03-27,68,380,Country_Website
Italy,IT,ITA,60359546,2020-03-27,3732,29761,Country_Github
Luxembourg,LU,LUX,613894,2020-03-27,26,154,Country_Website
Malta,MT,MLT,493559,2020-03-27,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-03-27,928,,Other Website
Norway,NO,NOR,5328212,2020-03-27,,303,Country_API
Portugal,PT,PRT,10276617,2020-03-27,71,354,Country_Website
Slovenia,SI,SVN,2080908,2020-03-27,22,102,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-27,,7043,Country_Website
Belgium,BE,BEL,11455519,2020-03-26,690,3077,Country_Website
Czechia,CZ,CZE,10649800,2020-03-26,38,205,Country_Website
Denmark,DK,DNK,5806081,2020-03-26,94,386,Country_Website
Estonia,EE,EST,1324820,2020-03-26,7,,Surveillance
Estonia,EE,EST,1324820,2020-03-26,,52,Country_API
Finland,FI,FIN,5517919,2020-03-26,24,96,External_Github
France,FR,FRA,67012883,2020-03-26,3351,13879,Country_Website
Iceland,IS,ISL,356991,2020-03-26,6,20,Country_Website
Ireland,IE,IRL,4904240,2020-03-26,,331,Country_Website
Italy,IT,ITA,60359546,2020-03-26,3612,28365,Country_Github
Luxembourg,LU,LUX,613894,2020-03-26,26,146,Country_Website
Malta,MT,MLT,493559,2020-03-26,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-03-26,840,,Other Website
Poland,PL,POL,37972812,2020-10-11,,4924,Country_Website
Portugal,PT,PRT,10276617,2020-10-11,124,843,Country_Website
Romania,RO,ROU,19414458,2020-10-11,628,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-11,,388,JRC
Slovenia,SI,SVN,2080908,2020-10-11,27,158,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-11,,4465,Country_Website
Belgium,BE,BEL,11455519,2020-10-10,226,1257,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-10,58,1131,External_Github
Croatia,HR,HRV,4076246,2020-10-10,,382,Country_Website
Czechia,CZ,CZE,10649800,2020-10-10,438,2106,Country_Website
Denmark,DK,DNK,5806081,2020-10-10,20,103,Country_Website
Estonia,EE,EST,1324820,2020-10-10,5,31,Country_API
France,FR,FRA,67012883,2020-10-10,1456,7976,Country_Website
Hungary,HU,HUN,9772756,2020-10-10,110,1174,JRC
Ireland,IE,IRL,4904240,2020-10-10,30,194,Country_Website
Italy,IT,ITA,60359546,2020-10-10,390,4726,Country_Github
Latvia,LV,LVA,1919968,2020-10-10,,52,Country_Website
Luxembourg,LU,LUX,613894,2020-10-10,2,34,Country_Website
Netherlands,NL,NLD,17282163,2020-10-10,274,,Other Website
Poland,PL,POL,37972812,2020-10-10,,4725,Country_Website
Portugal,PT,PRT,10276617,2020-10-10,122,831,Country_Website
Romania,RO,ROU,19414458,2020-10-10,629,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-10,,380,JRC
Slovenia,SI,SVN,2080908,2020-10-10,21,149,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-10,,4166,Country_Website
Belgium,BE,BEL,11455519,2020-10-09,212,1189,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-09,56,1063,External_Github
Croatia,HR,HRV,4076246,2020-10-09,,385,Country_Website
Czechia,CZ,CZE,10649800,2020-10-09,408,2085,Country_Website
Denmark,DK,DNK,5806081,2020-10-09,18,106,Country_Website
Estonia,EE,EST,1324820,2020-10-09,5,30,Country_API
Finland,FI,FIN,5517919,2020-10-09,5,37,External_Github
France,FR,FRA,67012883,2020-10-09,1439,7843,Country_Website
Hungary,HU,HUN,9772756,2020-10-09,82,993,JRC
Ireland,IE,IRL,4904240,2020-10-09,31,179,Country_Website
Italy,IT,ITA,60359546,2020-10-09,387,4473,Country_Github
Latvia,LV,LVA,1919968,2020-10-09,,47,Country_Website
Luxembourg,LU,LUX,613894,2020-10-09,1,34,Country_Website
Netherlands,NL,NLD,17282163,2020-10-09,274,,Other Website
Norway,NO,NOR,5328212,2020-10-09,,23,Country_API
Poland,PL,POL,37972812,2020-10-09,,4407,Country_Website
Portugal,PT,PRT,10276617,2020-10-09,125,811,Country_Website
Romania,RO,ROU,19414458,2020-10-09,613,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-09,,370,JRC
Slovenia,SI,SVN,2080908,2020-10-09,23,138,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-09,,3979,Country_Website
Belgium,BE,BEL,11455519,2020-10-08,213,1110,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-08,53,1033,External_Github
Croatia,HR,HRV,4076246,2020-10-08,,361,Country_Website
Czechia,CZ,CZE,10649800,2020-10-08,412,1893,Country_Website
Belgium,BE,BEL,11455519,2020-09-26,120,626,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-26,36,782,External_Github
Croatia,HR,HRV,4076246,2020-09-26,,271,Country_Website
Czechia,CZ,CZE,10649800,2020-09-26,181,802,Country_Website
Denmark,DK,DNK,5806081,2020-09-26,17,97,Country_Website
Estonia,EE,EST,1324820,2020-09-26,1,30,Country_API
France,FR,FRA,67012883,2020-09-26,1105,6154,Country_Website
Hungary,HU,HUN,9772756,2020-09-26,36,589,JRC
Ireland,IE,IRL,4904240,2020-09-26,18,102,Country_Website
Italy,IT,ITA,60359546,2020-09-26,247,2993,Country_Github
Latvia,LV,LVA,1919968,2020-09-26,,5,Country_Website
Luxembourg,LU,LUX,613894,2020-09-26,3,30,Country_Website
Netherlands,NL,NLD,17282163,2020-09-26,143,,Other Website
Poland,PL,POL,37972812,2020-09-26,,2134,Country_Website
Portugal,PT,PRT,10276617,2020-09-26,85,615,Country_Website
Romania,RO,ROU,19414458,2020-09-26,512,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-26,,185,JRC
Slovenia,SI,SVN,2080908,2020-09-26,17,72,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-26,,1940,Country_Website
Austria,AT,AUT,8858775,2020-09-25,78,411,Country_Website
Belgium,BE,BEL,11455519,2020-09-25,109,620,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-25,30,744,External_Github
Croatia,HR,HRV,4076246,2020-09-25,,273,Country_Website
Czechia,CZ,CZE,10649800,2020-09-25,168,809,Country_Website
Denmark,DK,DNK,5806081,2020-09-25,16,101,Country_Website
United Kingdom,UK,GBR,66647112,2020-09-21,,1499,Country_Website
Austria,AT,AUT,8858775,2020-09-20,68,341,Country_Website
Belgium,BE,BEL,11455519,2020-09-20,77,432,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-20,37,723,External_Github
Croatia,HR,HRV,4076246,2020-09-20,,281,Country_Website
Czechia,CZ,CZE,10649800,2020-09-20,110,535,Country_Website
Denmark,DK,DNK,5806081,2020-09-20,9,67,Country_Website
Estonia,EE,EST,1324820,2020-09-20,5,22,Country_API
France,FR,FRA,67012883,2020-09-20,834,5356,Country_Website
Hungary,HU,HUN,9772756,2020-09-20,32,404,JRC
Ireland,IE,IRL,4904240,2020-09-20,16,82,Country_Website
Italy,IT,ITA,60359546,2020-09-20,222,2587,Country_Github
Latvia,LV,LVA,1919968,2020-09-20,,12,Country_Website
Luxembourg,LU,LUX,613894,2020-09-20,1,21,Country_Website
Netherlands,NL,NLD,17282163,2020-09-20,94,,Other Website
Poland,PL,POL,37972812,2020-09-20,,1985,Country_Website
Portugal,PT,PRT,10276617,2020-09-20,63,511,Country_Website
Romania,RO,ROU,19414458,2020-09-20,470,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-20,,120,JRC
Slovenia,SI,SVN,2080908,2020-09-20,13,66,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-20,,1345,Country_Website
Austria,AT,AUT,8858775,2020-09-19,84,349,Country_Website
Belgium,BE,BEL,11455519,2020-09-19,78,421,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-19,34,728,External_Github
Croatia,HR,HRV,4076246,2020-09-19,,288,Country_Website
Malta,MT,MLT,493559,2020-04-07,4,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-07,1316,,Other Website
Norway,NO,NOR,5328212,2020-04-07,,277,Country_API
Portugal,PT,PRT,10276617,2020-04-07,271,1180,Country_Website
Romania,RO,ROU,19414458,2020-04-07,274,,Country_Website
Slovenia,SI,SVN,2080908,2020-04-07,32,109,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-07,,18957,Country_Website
Belgium,BE,BEL,11455519,2020-04-06,1260,5759,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-06,26,210,External_Github
Czechia,CZ,CZE,10649800,2020-04-06,88,394,Country_Website
Denmark,DK,DNK,5806081,2020-04-06,133,497,Country_Website
Estonia,EE,EST,1324820,2020-04-06,12,,Surveillance
Estonia,EE,EST,1324820,2020-04-06,,132,Country_API
Finland,FI,FIN,5517919,2020-04-06,81,228,External_Github
France,FR,FRA,67012883,2020-04-06,6948,29569,Country_Website
Iceland,IS,ISL,356991,2020-04-06,13,38,Country_Website
Ireland,IE,IRL,4904240,2020-04-06,144,829,Country_Website
Italy,IT,ITA,60359546,2020-04-06,3898,32874,Country_Github
Latvia,LV,LVA,1919968,2020-04-06,,44,Surveillance
Luxembourg,LU,LUX,613894,2020-04-06,41,201,Country_Website
Malta,MT,MLT,493559,2020-04-06,4,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-06,1314,,Other Website
Norway,NO,NOR,5328212,2020-04-06,,314,Country_API
Portugal,PT,PRT,10276617,2020-04-06,270,1099,Country_Website
Romania,RO,ROU,19414458,2020-04-06,179,,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-16,37,227,External_Github
Croatia,HR,HRV,4076246,2020-04-16,,372,Country_Website
Czechia,CZ,CZE,10649800,2020-04-16,83,363,Country_Website
Denmark,DK,DNK,5806081,2020-04-16,92,353,Country_Website
Estonia,EE,EST,1324820,2020-04-16,11,,Surveillance
Estonia,EE,EST,1324820,2020-04-16,,125,Country_API
Finland,FI,FIN,5517919,2020-04-16,76,215,External_Github
France,FR,FRA,67012883,2020-04-16,6139,31172,Country_Website
Iceland,IS,ISL,356991,2020-04-16,3,30,Country_Website
Ireland,IE,IRL,4904240,2020-04-16,142,856,Country_Website
Italy,IT,ITA,60359546,2020-04-16,2936,29829,Country_Github
Latvia,LV,LVA,1919968,2020-04-16,,45,Surveillance
Luxembourg,LU,LUX,613894,2020-04-16,41,179,Country_Website
Malta,MT,MLT,493559,2020-04-16,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-16,1134,,Other Website
Norway,NO,NOR,5328212,2020-04-16,,175,Country_API
Poland,PL,POL,37972812,2020-04-16,,2607,Surveillance
Portugal,PT,PRT,10276617,2020-04-16,229,1302,Country_Website
Romania,RO,ROU,19414458,2020-04-16,243,,Country_Website
Slovenia,SI,SVN,2080908,2020-04-16,30,99,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-16,,18258,Country_Website
Austria,AT,AUT,8858775,2020-04-15,,1001,Surveillance
Belgium,BE,BEL,11455519,2020-04-15,1182,5331,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-15,31,218,External_Github
Croatia,HR,HRV,4076246,2020-04-15,,341,Country_Website
Denmark,DK,DNK,5806081,2020-10-19,18,129,Country_Website
Estonia,EE,EST,1324820,2020-10-19,2,29,Country_API
Finland,FI,FIN,5517919,2020-10-19,7,62,External_Github
France,FR,FRA,67012883,2020-10-19,2090,11640,Country_Website
Hungary,HU,HUN,9772756,2020-10-19,188,1896,JRC
Ireland,IE,IRL,4904240,2020-10-19,32,298,Country_Website
Italy,IT,ITA,60359546,2020-10-19,797,8473,Country_Github
Latvia,LV,LVA,1919968,2020-10-19,,80,Country_Website
Luxembourg,LU,LUX,613894,2020-10-19,5,61,Country_Website
Netherlands,NL,NLD,17282163,2020-10-19,448,,Other Website
Norway,NO,NOR,5328212,2020-10-19,,28,Country_API
Poland,PL,POL,37972812,2020-10-19,,8375,Country_Website
Portugal,PT,PRT,10276617,2020-10-19,165,1174,Country_Website
Romania,RO,ROU,19414458,2020-10-19,757,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-19,,638,JRC
