country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed_cases_count,deaths_count,source
Germany,DE,DEU,83019213,2020-07-18,529,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-07-27,16,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-23,,5,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-03-11,61,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-06-30,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-07-30,188,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-06-27,,11,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-06-13,,10,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-20,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-31,4,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-22,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-06-22,0,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-09-14,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-04-26,,2,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-03-30,39,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-04-09,40,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-06-23,,8,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-06-03,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-08-03,,3,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-10,418,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-04-27,655,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-06-27,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-09-01,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-15,10,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-06,1148,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-27,46,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-08-20,4828,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-07-14,0,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-04-11,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-11,60,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-05-29,460,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-03-29,38,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-06-05,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-16,106,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-03-09,2,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-20,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-01,0,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-06-21,,1,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-01,10,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-05-28,23,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-07-01,276,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-27,6041,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-03-30,,19,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-07-09,53,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-04-14,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-04-15,,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-09-21,58,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-05-27,,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-05-16,0,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-06-27,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-09-08,,1,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-03-28,4,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-21,7889,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-14,5449,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-08-25,,18,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-04-20,15,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-24,371,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-21,5,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-09-27,623,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-10-02,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-23,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-03-12,2,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-20,212,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-07-26,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-18,55,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-08-19,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-21,8,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-26,381,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-07-25,972,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-08-06,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-07-02,37,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-01-14,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-03-02,54,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-24,1186,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-27,325,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-10,1,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-04-07,,16,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-06-12,,53,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-30,,2,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-08-09,1,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-06-30,498,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-07-25,308,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-07-15,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-07-18,,14,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-07-28,1,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-05-03,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-10-22,,317,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-22,14,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-06,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-08-22,,23,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-10-21,1234,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-03-06,0,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-03-28,168,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-10-24,1589,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-10-02,,1,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-03-22,184,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-10-12,0,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-10-18,958,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-05-11,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-17,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-06-20,,10,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-07-13,,2,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-03-21,16,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-09-28,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-22,5842,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-10-15,7332,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-08-03,238,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-09-30,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-03-16,4,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-07-12,345,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-09-01,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-10-19,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-04-30,,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-23,174,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-04-12,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-04-17,,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-05-11,,1,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-03,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-12,3,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-04,704,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-05-05,,5,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-05-30,,41,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-06-08,14,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-10-22,2013,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-09-04,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-05-19,25,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-02-20,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-04-05,,1053,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-09-27,245,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-08,,1,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-06,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-10-01,,12,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-09-07,0,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-08-28,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-06-05,,2,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-03-12,0,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-04,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-01-14,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-07-23,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-01,,4,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-05-23,35,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-08-09,347,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-04-28,,48,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-09-22,50,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-02-07,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-08-30,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-07-28,,13,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-24,117,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-04-16,19,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-26,260,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-02-28,0,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-04-05,,22,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-17,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-06-03,1441,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-11,,1,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-12,,1,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-06-13,210,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-05-03,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-10,,15,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-10-21,301,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-03,311,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-07-05,1,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-09-25,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-05-09,65,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-27,,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-06-16,707,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-06-22,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-05-04,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-08-05,1232,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-05-18,20,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-09-30,1647,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-03-06,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-11,,1,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-02-28,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-25,,3,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-04-14,,10,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-07-06,,22,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-04,107,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-02-27,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-04-05,27,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-01,,154,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-07,0,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-05-16,3,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-06-02,45,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-07-30,,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-03-11,0,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-10-01,,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-25,,11,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-28,0,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-03-26,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-10-24,3442,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-06-03,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-05-17,1,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-04-21,,1,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-07-05,,7,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-09-26,8,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-08-01,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-04-23,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-07-31,1377,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-17,121,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-24,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-03,5,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-04-05,5533,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-06-15,22,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-06,475,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-09,43,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-08-31,262,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-07,39,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-04-10,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-24,18,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-10-20,766,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-04-25,,1,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-29,7,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-06-06,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-29,685,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-03-21,,1,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-10,,11,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-10-02,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-02-14,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-04-08,2,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-13,67,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-03-28,2,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-07-03,8,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-06-01,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-23,,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-03,,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-08,,3,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-14,,2,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-06,401,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-06,,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-13,464,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-10-12,74,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-04-02,,1,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-25,0,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-08-06,,6,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-10-10,133,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-07-09,24,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-30,,3,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-09-19,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-02-01,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-05-30,251,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-09-18,,2,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-04-19,0,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-21,1427,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-03-29,32,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-10-11,,23,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-01,,7,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-10,370,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-03-29,160,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-31,3092,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-02,0,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-10-10,,52,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-01-19,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-08-08,,8,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-04-16,2667,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-07,1,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-05,,64,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-05-01,1639,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-07-22,163,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-10-09,,4,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-03-21,,1,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-13,370,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-06-04,483,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-08-16,1847,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-07-20,0,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-09-27,,39,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-03-23,94,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-07-08,7,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-01-07,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-01-28,0,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-05,,1,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-13,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-06-09,,8,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-02-12,,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-09-27,108,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-02-27,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-12,2821,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-15,23,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-09-19,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-10-16,51,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-07-28,0,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-22,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-10-16,,35,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-21,306,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-07-23,,17,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-08-19,,2,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-19,,7,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-28,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-27,379,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-10,,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-08-16,0,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-09-29,128,,"Epidemic intelligence, national daily data"
